provider_id,provider_name,provider_street_address,provider_city,provider_state,provider_zipcode,hospital_referral_region_description,total_discharges,average_covered_charges,average_total_payments,average_medicare_payments,icd_category
370183.0,HILLCREST HOSPITAL HENRYETTA,DEWEY BARTLETT ST AND MAIN ST,HENRYETTA,OK,74437.0,OK - Tulsa,35.0,5477.057143,4596.714286,3662.457143,I60
330239.0,WOMAN'S CHRISTIAN ASSOCIATION,207 FOOTE AVENUE,JAMESTOWN,NY,14701.0,PA - Erie,21.0,5489.904762,3547.571429,1909.0,B96
390118.0,BRADFORD REGIONAL MEDICAL CENTER,116 INTERSTATE PARKWAY,BRADFORD,PA,16701.0,PA - Erie,11.0,5504.090909,3803.0,3389.181818,I60
390122.0,TITUSVILLE HOSPITAL,406 WEST OAK STREET,TITUSVILLE,PA,16354.0,PA - Erie,15.0,5505.733333,7762.866667,7074.066667,D11
450270.0,LAKE WHITNEY MEDICAL CENTER,200 N SAN JACINTO STREET,WHITNEY,TX,76692.0,TX - Waco,12.0,5618.333333,8345.5,7671.166667,P11
370057.0,OKMULGEE MEMORIAL HOSPITAL,1401 MORRIS DRIVE,OKMULGEE,OK,74447.0,OK - Tulsa,34.0,5675.147059,4270.558824,3356.088235,D28
450754.0,HAMILTON GENERAL HOSPITAL,400 N BROWN,HAMILTON,TX,76531.0,TX - Waco,13.0,5684.307692,4314.461538,3692.0,B97
370166.0,WAGONER COMMUNITY HOSPITAL,1200 WEST CHEROKEE STREET,WAGONER,OK,74467.0,OK - Tulsa,348.0,5708.114943,6947.295977,6027.701149,T79
370171.0,W W HASTINGS INDIAN HOSPITAL,100 S BLISS AVENUE,TAHLEQUAH,OK,74464.0,OK - Tulsa,12.0,5854.583333,5395.833333,4918.166667,G82
450270.0,LAKE WHITNEY MEDICAL CENTER,200 N SAN JACINTO STREET,WHITNEY,TX,76692.0,TX - Waco,11.0,5858.545455,7199.909091,6470.818182,J05
370065.0,CRAIG GENERAL HOSPITAL,735 NORTH FOREMAN,VINITA,OK,74301.0,OK - Tulsa,15.0,5904.8,3434.4,2665.333333,B96
330080.0,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451.0,NY - Bronx,15.0,5929.333333,8461.733333,7581.866667,D86
370065.0,CRAIG GENERAL HOSPITAL,735 NORTH FOREMAN,VINITA,OK,74301.0,OK - Tulsa,11.0,5969.545455,4058.0,3326.727273,D28
350006.0,TRINITY HOSPITALS,407 3RD ST SE,MINOT,ND,58701.0,ND - Minot,18.0,6001.666667,4189.666667,3424.333333,G82
330080.0,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451.0,NY - Bronx,16.0,6112.1875,9038.1875,8103.4375,B95
450754.0,HAMILTON GENERAL HOSPITAL,400 N BROWN,HAMILTON,TX,76531.0,TX - Waco,19.0,6210.421053,3041.210526,2138.684211,B96
350006.0,TRINITY HOSPITALS,407 3RD ST SE,MINOT,ND,58701.0,ND - Minot,14.0,6214.214286,4192.857143,3368.857143,I60
390154.0,ELK REGIONAL HEALTH CENTER,763 JOHNSONBURG ROAD,SAINT MARYS,PA,15857.0,PA - Erie,14.0,6355.642857,3098.0,2194.857143,I66
370065.0,CRAIG GENERAL HOSPITAL,735 NORTH FOREMAN,VINITA,OK,74301.0,OK - Tulsa,16.0,6484.0625,4075.625,3073.1875,G82
330184.0,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,10802.0,NY - Bronx,25.0,6496.08,5410.92,4537.16,B96
330239.0,WOMAN'S CHRISTIAN ASSOCIATION,207 FOOTE AVENUE,JAMESTOWN,NY,14701.0,PA - Erie,14.0,6525.5,3646.0,2825.428571,F50
330080.0,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451.0,NY - Bronx,26.0,6534.807692,12515.30769,11894.69231,J03
370178.0,MEMORIAL HOSPITAL OF STILWELL,1401 WEST LOCUST,STILWELL,OK,74960.0,OK - Tulsa,15.0,6547.2,6251.533333,5638.2,Y07
370171.0,W W HASTINGS INDIAN HOSPITAL,100 S BLISS AVENUE,TAHLEQUAH,OK,74464.0,OK - Tulsa,12.0,6556.416667,5783.25,5014.583333,D18
390091.0,UPMC NORTHWEST,100 FAIRFIELD DRIVE,SENECA,PA,16346.0,PA - Erie,18.0,6586.833333,3025.166667,2451.166667,D86
450270.0,LAKE WHITNEY MEDICAL CENTER,200 N SAN JACINTO STREET,WHITNEY,TX,76692.0,TX - Waco,11.0,6631.363636,9538.454545,8912.272727,R76
370171.0,W W HASTINGS INDIAN HOSPITAL,100 S BLISS AVENUE,TAHLEQUAH,OK,74464.0,OK - Tulsa,18.0,6637.888889,5637.611111,4615.388889,J02
390122.0,TITUSVILLE HOSPITAL,406 WEST OAK STREET,TITUSVILLE,PA,16354.0,PA - Erie,26.0,6639.615385,9772.461538,9021.230769,R78
110135.0,TAYLOR REGIONAL HOSPITAL,222 PERRY HWY,HAWKINSVILLE,GA,31036.0,GA - Macon,12.0,6648.25,4309.166667,3638.833333,D28
370089.0,TAHLEQUAH CITY HOSPITAL,1400 EAST DOWNING STREET,TAHLEQUAH,OK,74465.0,OK - Tulsa,12.0,6667.083333,4455.333333,3783.0,D26
330009.0,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456.0,NY - Bronx,104.0,6676.067308,7830.769231,7067.5,G81
390122.0,TITUSVILLE HOSPITAL,406 WEST OAK STREET,TITUSVILLE,PA,16354.0,PA - Erie,13.0,6700.538462,6767.0,5796.230769,D22
390091.0,UPMC NORTHWEST,100 FAIRFIELD DRIVE,SENECA,PA,16346.0,PA - Erie,11.0,6752.363636,3424.636364,2794.090909,G82
370065.0,CRAIG GENERAL HOSPITAL,735 NORTH FOREMAN,VINITA,OK,74301.0,OK - Tulsa,15.0,6779.2,4695.133333,4088.066667,P12
390091.0,UPMC NORTHWEST,100 FAIRFIELD DRIVE,SENECA,PA,16346.0,PA - Erie,11.0,6783.454545,3267.272727,2430.909091,I66
330239.0,WOMAN'S CHRISTIAN ASSOCIATION,207 FOOTE AVENUE,JAMESTOWN,NY,14701.0,PA - Erie,16.0,6807.5625,3981.0,3190.75,D28
330277.0,CORNING HOSPITAL,176 DENISON PARKWAY EAST,CORNING,NY,14830.0,PA - Sayre,12.0,6812.666667,3307.916667,2637.583333,D86
190183.0,LEONARD J CHABERT MEDICAL CENTER,1978 INDUSTRIAL BLVD,HOUMA,LA,70363.0,LA - Houma,17.0,6836.705882,4892.647059,4420.882353,G82
330385.0,NORTH CENTRAL BRONX HOSPITAL,3424 KOSSUTH AVENUE & 210TH STREET,BRONX,NY,10467.0,NY - Bronx,52.0,6838.0,6955.346154,5990.884615,G81
390122.0,TITUSVILLE HOSPITAL,406 WEST OAK STREET,TITUSVILLE,PA,16354.0,PA - Erie,12.0,6865.833333,8035.0,7264.333333,J01
370171.0,W W HASTINGS INDIAN HOSPITAL,100 S BLISS AVENUE,TAHLEQUAH,OK,74464.0,OK - Tulsa,11.0,6901.545455,6140.818182,5407.363636,D31
450754.0,HAMILTON GENERAL HOSPITAL,400 N BROWN,HAMILTON,TX,76531.0,TX - Waco,12.0,6942.166667,3792.0,3406.666667,D28
450754.0,HAMILTON GENERAL HOSPITAL,400 N BROWN,HAMILTON,TX,76531.0,TX - Waco,16.0,6979.0625,3696.3125,2976.8125,L11
330009.0,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456.0,NY - Bronx,20.0,6986.55,8927.85,8178.85,I66
370089.0,TAHLEQUAH CITY HOSPITAL,1400 EAST DOWNING STREET,TAHLEQUAH,OK,74465.0,OK - Tulsa,31.0,6990.419355,4290.0,3439.290323,D31
390118.0,BRADFORD REGIONAL MEDICAL CENTER,116 INTERSTATE PARKWAY,BRADFORD,PA,16701.0,PA - Erie,24.0,7012.916667,4434.208333,3515.25,D31
390146.0,WARREN GENERAL HOSPITAL,TWO CRESCENT PARK WEST,WARREN,PA,16365.0,PA - Erie,23.0,7028.826087,4783.695652,3353.130435,I60
370057.0,OKMULGEE MEMORIAL HOSPITAL,1401 MORRIS DRIVE,OKMULGEE,OK,74447.0,OK - Tulsa,23.0,7033.391304,4550.347826,3619.434783,I02
390154.0,ELK REGIONAL HEALTH CENTER,763 JOHNSONBURG ROAD,SAINT MARYS,PA,15857.0,PA - Erie,15.0,7042.866667,2857.0,2095.933333,B96
370227.0,ST JOHN OWASSO,12451 EAST 100TH STREET NORTH,OWASSO,OK,74055.0,OK - Tulsa,17.0,7061.529412,4735.705882,2761.294118,D22
330080.0,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451.0,NY - Bronx,25.0,7069.4,10430.32,9417.84,J02
330239.0,WOMAN'S CHRISTIAN ASSOCIATION,207 FOOTE AVENUE,JAMESTOWN,NY,14701.0,PA - Erie,16.0,7073.25,3849.0,2986.5,G82
370065.0,CRAIG GENERAL HOSPITAL,735 NORTH FOREMAN,VINITA,OK,74301.0,OK - Tulsa,13.0,7114.384615,4993.384615,4198.615385,B97
330080.0,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451.0,NY - Bronx,23.0,7140.391304,12064.47826,11275.73913,D22
390122.0,TITUSVILLE HOSPITAL,406 WEST OAK STREET,TITUSVILLE,PA,16354.0,PA - Erie,19.0,7146.842105,8976.526316,8186.842105,P15
390091.0,UPMC NORTHWEST,100 FAIRFIELD DRIVE,SENECA,PA,16346.0,PA - Erie,49.0,7148.142857,3662.142857,2780.530612,D28
330080.0,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451.0,NY - Bronx,14.0,7163.857143,9542.071429,8638.928571,I67
370114.0,"ST JOHN MEDICAL CENTER, INC",1923 SOUTH UTICA AVENUE,TULSA,OK,74104.0,OK - Tulsa,113.0,7170.415929,3237.044248,2128.902655,B96
370057.0,OKMULGEE MEMORIAL HOSPITAL,1401 MORRIS DRIVE,OKMULGEE,OK,74447.0,OK - Tulsa,21.0,7172.714286,4301.904762,3617.238095,G82
390154.0,ELK REGIONAL HEALTH CENTER,763 JOHNSONBURG ROAD,SAINT MARYS,PA,15857.0,PA - Erie,34.0,7173.823529,4114.558824,3268.794118,D22
370166.0,WAGONER COMMUNITY HOSPITAL,1200 WEST CHEROKEE STREET,WAGONER,OK,74467.0,OK - Tulsa,20.0,7178.05,4194.9,2928.6,G81
390154.0,ELK REGIONAL HEALTH CENTER,763 JOHNSONBURG ROAD,SAINT MARYS,PA,15857.0,PA - Erie,24.0,7200.333333,3585.0,2677.833333,J02
390154.0,ELK REGIONAL HEALTH CENTER,763 JOHNSONBURG ROAD,SAINT MARYS,PA,15857.0,PA - Erie,69.0,7209.623188,3841.130435,2972.927536,D31
370089.0,TAHLEQUAH CITY HOSPITAL,1400 EAST DOWNING STREET,TAHLEQUAH,OK,74465.0,OK - Tulsa,19.0,7214.684211,3052.0,2209.052632,G81
370065.0,CRAIG GENERAL HOSPITAL,735 NORTH FOREMAN,VINITA,OK,74301.0,OK - Tulsa,22.0,7228.727273,5577.0,3579.954545,D22
330080.0,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451.0,NY - Bronx,43.0,7239.046512,10541.46512,9792.627907,I02
330080.0,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451.0,NY - Bronx,27.0,7244.148148,11708.81481,10836.0,P12
370057.0,OKMULGEE MEMORIAL HOSPITAL,1401 MORRIS DRIVE,OKMULGEE,OK,74447.0,OK - Tulsa,14.0,7264.642857,5067.428571,4492.857143,D31
330080.0,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451.0,NY - Bronx,31.0,7265.935484,8408.258065,7629.032258,B96
390118.0,BRADFORD REGIONAL MEDICAL CENTER,116 INTERSTATE PARKWAY,BRADFORD,PA,16701.0,PA - Erie,18.0,7273.722222,3967.333333,3199.333333,D28
390091.0,UPMC NORTHWEST,100 FAIRFIELD DRIVE,SENECA,PA,16346.0,PA - Erie,39.0,7286.923077,2881.74359,1998.384615,G81
330239.0,WOMAN'S CHRISTIAN ASSOCIATION,207 FOOTE AVENUE,JAMESTOWN,NY,14701.0,PA - Erie,13.0,7319.307692,4128.692308,2812.923077,I60
190183.0,LEONARD J CHABERT MEDICAL CENTER,1978 INDUSTRIAL BLVD,HOUMA,LA,70363.0,LA - Houma,24.0,7320.916667,6005.708333,5004.208333,D22
330184.0,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,10802.0,NY - Bronx,71.0,7324.408451,5333.521127,4393.915493,G81
370171.0,W W HASTINGS INDIAN HOSPITAL,100 S BLISS AVENUE,TAHLEQUAH,OK,74464.0,OK - Tulsa,19.0,7333.052632,7860.947368,7014.210526,J01
460039.0,BEAR RIVER VALLEY HOSPITAL,905 NORTH 1000 WEST,TREMONTON,UT,84337.0,UT - Ogden,11.0,7336.181818,4923.0,4086.636364,J02
330239.0,WOMAN'S CHRISTIAN ASSOCIATION,207 FOOTE AVENUE,JAMESTOWN,NY,14701.0,PA - Erie,13.0,7341.615385,5018.846154,3639.923077,D29
110073.0,DORMINY MEDICAL CENTER,"200 PERRY HOUSE ROAD, BOX 1447",FITZGERALD,GA,31750.0,GA - Macon,13.0,7359.846154,2979.846154,2451.846154,G81
330080.0,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451.0,NY - Bronx,38.0,7361.263158,10585.60526,9589.289474,F90
330080.0,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451.0,NY - Bronx,14.0,7361.857143,9350.142857,8529.571429,I60
330127.0,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461.0,NY - Bronx,61.0,7365.278689,7717.721311,6872.016393,G81
350006.0,TRINITY HOSPITALS,407 3RD ST SE,MINOT,ND,58701.0,ND - Minot,11.0,7371.818182,3882.545455,3227.909091,I66
330239.0,WOMAN'S CHRISTIAN ASSOCIATION,207 FOOTE AVENUE,JAMESTOWN,NY,14701.0,PA - Erie,17.0,7412.294118,4310.882353,2858.823529,R77
450754.0,HAMILTON GENERAL HOSPITAL,400 N BROWN,HAMILTON,TX,76531.0,TX - Waco,65.0,7442.2,3932.415385,2966.153846,D18
370178.0,MEMORIAL HOSPITAL OF STILWELL,1401 WEST LOCUST,STILWELL,OK,74960.0,OK - Tulsa,26.0,7498.0,6474.5,5764.961538,J01
370235.0,ST JOHN BROKEN ARROW,1000 WEST BOISE CIRCLE,BROKEN ARROW,OK,74012.0,OK - Tulsa,11.0,7535.272727,6223.636364,5282.181818,B97
190183.0,LEONARD J CHABERT MEDICAL CENTER,1978 INDUSTRIAL BLVD,HOUMA,LA,70363.0,LA - Houma,13.0,7541.0,5023.307692,4315.615385,D28
280111.0,COLUMBUS COMMUNITY HOSPITAL,4600 38TH ST,COLUMBUS,NE,68601.0,NE - Omaha,18.0,7542.888889,5625.833333,4374.944444,F50
330277.0,CORNING HOSPITAL,176 DENISON PARKWAY EAST,CORNING,NY,14830.0,PA - Sayre,26.0,7547.269231,3234.5,2261.884615,B96
330009.0,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456.0,NY - Bronx,21.0,7552.952381,8142.857143,7049.904762,B96
350006.0,TRINITY HOSPITALS,407 3RD ST SE,MINOT,ND,58701.0,ND - Minot,18.0,7576.388889,4456.055556,3623.833333,I02
110073.0,DORMINY MEDICAL CENTER,"200 PERRY HOUSE ROAD, BOX 1447",FITZGERALD,GA,31750.0,GA - Macon,11.0,7627.181818,4993.272727,3002.272727,P12
170145.0,COFFEYVILLE REGIONAL MEDICAL CENTER,1400 W 4TH ST,COFFEYVILLE,KS,67337.0,OK - Tulsa,12.0,7630.0,3578.333333,2584.583333,G82
110104.0,CRISP REGIONAL HOSPITAL,902 7TH STREET NORTH,CORDELE,GA,31015.0,GA - Macon,14.0,7643.571429,3255.0,2436.142857,B96
330239.0,WOMAN'S CHRISTIAN ASSOCIATION,207 FOOTE AVENUE,JAMESTOWN,NY,14701.0,PA - Erie,14.0,7668.071429,4854.0,3784.0,J03
350006.0,TRINITY HOSPITALS,407 3RD ST SE,MINOT,ND,58701.0,ND - Minot,15.0,7670.2,4027.6,2953.466667,F50
390154.0,ELK REGIONAL HEALTH CENTER,763 JOHNSONBURG ROAD,SAINT MARYS,PA,15857.0,PA - Erie,23.0,7696.73913,3518.26087,2529.26087,G82
330080.0,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451.0,NY - Bronx,13.0,7754.846154,17361.46154,16876.07692,F51
390122.0,TITUSVILLE HOSPITAL,406 WEST OAK STREET,TITUSVILLE,PA,16354.0,PA - Erie,17.0,7760.882353,7897.470588,7286.882353,F53
330239.0,WOMAN'S CHRISTIAN ASSOCIATION,207 FOOTE AVENUE,JAMESTOWN,NY,14701.0,PA - Erie,15.0,7764.866667,4084.466667,2715.533333,J02
370065.0,CRAIG GENERAL HOSPITAL,735 NORTH FOREMAN,VINITA,OK,74301.0,OK - Tulsa,17.0,7797.529412,6482.588235,5608.470588,D17
450754.0,HAMILTON GENERAL HOSPITAL,400 N BROWN,HAMILTON,TX,76531.0,TX - Waco,37.0,7798.72973,3640.405405,2830.675676,G82
330184.0,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,10802.0,NY - Bronx,32.0,7802.15625,6728.28125,6190.15625,I60
390154.0,ELK REGIONAL HEALTH CENTER,763 JOHNSONBURG ROAD,SAINT MARYS,PA,15857.0,PA - Erie,14.0,7802.357143,3331.785714,2509.5,L11
330277.0,CORNING HOSPITAL,176 DENISON PARKWAY EAST,CORNING,NY,14830.0,PA - Sayre,18.0,7813.777778,3134.0,2305.777778,G81
190183.0,LEONARD J CHABERT MEDICAL CENTER,1978 INDUSTRIAL BLVD,HOUMA,LA,70363.0,LA - Houma,12.0,7828.416667,5100.5,3952.5,J02
330009.0,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456.0,NY - Bronx,61.0,7848.360656,10030.67213,9272.131148,I60
110104.0,CRISP REGIONAL HOSPITAL,902 7TH STREET NORTH,CORDELE,GA,31015.0,GA - Macon,18.0,7856.055556,4940.5,3617.888889,D22
170145.0,COFFEYVILLE REGIONAL MEDICAL CENTER,1400 W 4TH ST,COFFEYVILLE,KS,67337.0,OK - Tulsa,14.0,7877.428571,2934.214286,1865.928571,B96
330009.0,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456.0,NY - Bronx,22.0,7929.136364,9745.318182,9016.227273,L11
370235.0,ST JOHN BROKEN ARROW,1000 WEST BOISE CIRCLE,BROKEN ARROW,OK,74012.0,OK - Tulsa,15.0,7933.333333,6006.866667,5319.666667,I02
370227.0,ST JOHN OWASSO,12451 EAST 100TH STREET NORTH,OWASSO,OK,74055.0,OK - Tulsa,17.0,7973.294118,3953.941176,2520.941176,J02
330239.0,WOMAN'S CHRISTIAN ASSOCIATION,207 FOOTE AVENUE,JAMESTOWN,NY,14701.0,PA - Erie,14.0,7975.642857,5525.0,4623.571429,Y06
330080.0,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451.0,NY - Bronx,12.0,7978.833333,12741.08333,12018.58333,I62
370178.0,MEMORIAL HOSPITAL OF STILWELL,1401 WEST LOCUST,STILWELL,OK,74960.0,OK - Tulsa,12.0,7995.75,7218.666667,6548.333333,P15
110073.0,DORMINY MEDICAL CENTER,"200 PERRY HOUSE ROAD, BOX 1447",FITZGERALD,GA,31750.0,GA - Macon,21.0,8013.761905,3622.428571,2911.380952,D28
390154.0,ELK REGIONAL HEALTH CENTER,763 JOHNSONBURG ROAD,SAINT MARYS,PA,15857.0,PA - Erie,11.0,8015.636364,4265.727273,2915.545455,D26
370057.0,OKMULGEE MEMORIAL HOSPITAL,1401 MORRIS DRIVE,OKMULGEE,OK,74447.0,OK - Tulsa,16.0,8026.8125,6040.25,5320.75,I01
450754.0,HAMILTON GENERAL HOSPITAL,400 N BROWN,HAMILTON,TX,76531.0,TX - Waco,29.0,8058.655172,3798.310345,3006.034483,I02
330080.0,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451.0,NY - Bronx,19.0,8081.789474,15177.0,14723.21053,D10
390154.0,ELK REGIONAL HEALTH CENTER,763 JOHNSONBURG ROAD,SAINT MARYS,PA,15857.0,PA - Erie,42.0,8083.357143,3579.452381,2735.357143,I02
460005.0,OGDEN REGIONAL MEDICAL CENTER,5475 SOUTH 500 EAST,OGDEN,UT,84405.0,UT - Ogden,13.0,8088.076923,3966.230769,2799.461538,I60
390154.0,ELK REGIONAL HEALTH CENTER,763 JOHNSONBURG ROAD,SAINT MARYS,PA,15857.0,PA - Erie,27.0,8097.481481,3522.481481,2795.518519,D28
150166.0,PINNACLE HOSPITAL,9301 CONNECTICUT DR,CROWN POINT,IN,46307.0,IN - Gary,14.0,8110.285714,4713.071429,3806.5,D22
330009.0,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456.0,NY - Bronx,26.0,8152.115385,8332.0,7361.230769,D86
370065.0,CRAIG GENERAL HOSPITAL,735 NORTH FOREMAN,VINITA,OK,74301.0,OK - Tulsa,11.0,8152.363636,5148.0,4311.636364,F52
390118.0,BRADFORD REGIONAL MEDICAL CENTER,116 INTERSTATE PARKWAY,BRADFORD,PA,16701.0,PA - Erie,12.0,8242.083333,4052.333333,3193.333333,F90
370235.0,ST JOHN BROKEN ARROW,1000 WEST BOISE CIRCLE,BROKEN ARROW,OK,74012.0,OK - Tulsa,21.0,8270.857143,8338.714286,7245.761905,D22
370065.0,CRAIG GENERAL HOSPITAL,735 NORTH FOREMAN,VINITA,OK,74301.0,OK - Tulsa,31.0,8275.032258,4757.516129,3775.258065,D31
390118.0,BRADFORD REGIONAL MEDICAL CENTER,116 INTERSTATE PARKWAY,BRADFORD,PA,16701.0,PA - Erie,17.0,8282.588235,4022.647059,3013.941176,I02
280111.0,COLUMBUS COMMUNITY HOSPITAL,4600 38TH ST,COLUMBUS,NE,68601.0,NE - Omaha,22.0,8305.136364,6013.0,5331.0,D28
390101.0,MEMORIAL HOSPITAL,325 SOUTH BELMONT STREET,YORK,PA,17403.0,PA - York,15.0,8310.133333,5664.6,3048.333333,F50
390198.0,MILLCREEK COMMUNITY HOSPITAL,5515 PEACH STREET,ERIE,PA,16509.0,PA - Erie,13.0,8319.769231,5294.153846,4582.769231,L11
330239.0,WOMAN'S CHRISTIAN ASSOCIATION,207 FOOTE AVENUE,JAMESTOWN,NY,14701.0,PA - Erie,12.0,8321.75,3096.0,2425.666667,G81
280111.0,COLUMBUS COMMUNITY HOSPITAL,4600 38TH ST,COLUMBUS,NE,68601.0,NE - Omaha,23.0,8324.478261,7226.565217,6127.086957,D22
330009.0,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456.0,NY - Bronx,65.0,8340.553846,10467.2,9669.846154,D18
390091.0,UPMC NORTHWEST,100 FAIRFIELD DRIVE,SENECA,PA,16346.0,PA - Erie,23.0,8345.043478,4688.826087,4043.782609,F52
